employee_id,Nama,domisili,jenis_kelamin,date_of_birth,join_date,resign_date,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,churn_status
EM11424,Ade Hastuti,Kota Jakarta Barat,Laki-laki,1977-11-12,2022-02-06,,Married,2,S1,2.0,9.34,Creative & Design,Senior,13830428.302654237,,3,4,0
EM13956,Makara Rahimah,Tangerang,Laki-laki,1998-05-02,2023-07-24,2024-07-19,Single,0,D1,4.0,9.48,Engineering & IT,Staff,4464691.0,1.0,3,2,0
EM11110,Gatra Prasetya,Kota Jakarta Selatan,Perempuan,1989-02-11,2023-05-23,,Married,0,S1,1.0,9.33,HR,Junior,5270848.0,,3,2,0
EM6484,Cemplunk Ardianto,Kota Bogor,Laki-laki,1996-08-18,2023-10-25,2024-09-17,Married,2,D3,8.0,9.47,Creative & Design,Staff,3329662.0,,1,2,0
EM2379,Rendy Haryanto,Kabupaten Bekasi,Perempuan,1979-06-10,2023-04-14,2023-11-03,Married,3,D1,1.0,9.28,Service & Support,Senior,9607923.355480224,,3,3,0
EM5890,Bancar Pratiwi,Kabupaten Bogor,Laki-laki,1987-11-22,2023-11-14,2024-02-13,Married,2,SLTA,14.0,9.43,Operations,Staff,1413721.0,,1,3,0
EM0465,Ophelia Sihombing,Kota Jakarta Barat,Laki-laki,2000-05-02,2021-05-06,2024-06-20,Single,0,SLTA,7.0,9.87,HR,Staff,1330503.0,,3,1,0
EM12024,Gamani Mangunsong,Kota Jakarta Utara,Laki-laki,1990-03-22,2023-03-09,2023-11-13,Married,1,D3,11.0,9.75,Engineering & IT,Staff,3236052.0,,1,3,0
EM11303,Rafi Safitri,Kota Jakarta Utara,Laki-laki,1971-04-15,2020-01-26,2020-05-05,Married,2,D2,1.0,9.41,Creative & Design,Senior,8778155.279947784,,4,3,0
EM9783,Banawa Thamrin,Kota Jakarta Barat,Perempuan,1979-12-20,2020-11-02,2023-11-27,Married,4,SLTA,4.0,9.48,Service & Support,Senior,8803624.816426206,,4,4,0
EM13136,Bagiya Narpati,Kepulauan Seribu,Laki-laki,1989-06-15,2022-11-04,,Married,3,D2,6.0,9.63,Creative & Design,Staff,4603456.0,,2,2,0
EM9384,Panca Oktaviani,Kabupaten Bogor,Perempuan,1999-01-08,2021-06-26,2024-07-31,Single,0,SLTA,1.0,9.37,Corporate Strategy & Communications,Staff,1782909.0,,2,2,0
EM0849,Pia Adriansyah,Kota Jakarta Barat,Perempuan,1980-06-29,2023-08-07,2024-04-17,Married,0,D3,8.0,9.9,HR,Senior,6487768.443344998,,4,3,0
EM4629,Asmadi Rahmawati,Kota Jakarta Timur,Laki-laki,1986-05-13,2020-11-27,,Married,1,S1,3.0,9.62,HR,Junior,5714336.0,,2,1,0
EM3666,Raisa Suartini,Kabupaten Bekasi,Laki-laki,1992-02-11,2021-05-26,2024-08-02,Single,0,SLTA,4.0,9.04,Finance & Accounting,Staff,1132780.0,,1,2,0
EM7656,Dina Dabukke,Kota Jakarta Timur,Laki-laki,1979-08-18,2023-08-07,,Married,3,S1,3.0,9.07,Operations,Senior,13243360.144964164,,3,4,0
EM4954,Balidin Prasasta,Kota Depok,Laki-laki,1997-07-29,2021-10-10,,Married,0,S1,0.0,9.73,Finance & Accounting,Senior,8455706.0,2.0,3,3,0
EM0054,Yoga Pranowo,Tangerang,Perempuan,1988-11-15,2021-07-11,,Married,3,S1,5.0,9.8,Service & Support,Junior,5404310.0,,3,2,0
EM0047,Mustika Pratama,Kabupaten Bogor,Perempuan,1999-05-30,2020-06-26,,Single,0,S1,5.0,9.28,Engineering & IT,Junior,5449072.0,1.0,3,1,0
EM3288,Wulan Pangestu,Kabupaten Bekasi,Perempuan,1994-10-16,2023-05-03,,Single,0,S1,1.0,9.42,Engineering & IT,Junior,6439211.0,,2,2,0
EM12582,Taufik Winarsih,Kabupaten Bekasi,Laki-laki,1975-03-09,2024-10-02,,Married,2,D1,5.0,9.53,HR,Manager,9856604.480745835,,4,4,1
EM13879,Luthfi Kurniawan,Kota Depok,Perempuan,1986-04-20,2023-05-19,,Married,1,S1,4.0,9.28,Operations,Junior,5016644.0,1.0,1,1,0
EM7637,Gilda Manullang,Tangerang,Laki-laki,1975-07-07,2023-05-23,,Married,2,D2,7.0,9.54,HR,Manager,6496668.73883612,,4,4,0
EM8765,Viktor Laksmiwati,Kabupaten Bekasi,Laki-laki,1980-05-10,2020-03-14,,Married,3,S1,1.0,9.44,HR,Manager,11016000.83889654,,4,4,0
EM2992,Kairav Usamah,Kabupaten Bekasi,Perempuan,1990-12-09,2023-11-03,,Married,2,D1,7.0,9.65,Operations,Staff,3917440.0,,2,2,0
EM9815,Dina Handayani,Kota Jakarta Timur,Laki-laki,1983-04-03,2020-02-15,2023-05-24,Married,2,SLTA,9.0,9.89,Creative & Design,Senior,12366198.71209529,,3,3,0
EM8917,Usyi Saefullah,Kota Jakarta Utara,Perempuan,1989-08-01,2023-06-21,,Married,3,S1,4.0,9.7,Creative & Design,Junior,5194686.0,,2,3,0
EM1275,Edi Usamah,Kota Jakarta Timur,Perempuan,1977-07-26,2021-12-22,,Married,0,D2,2.0,9.7,Creative & Design,Senior,8499934.79355374,,4,3,0
EM5336,Danu Suwarno,Kabupaten Bogor,Perempuan,1986-03-22,2020-02-02,,Married,2,S1,2.0,9.23,Corporate Strategy & Communications,Junior,6115341.0,,2,3,0
EM4572,Lanang Simanjuntak,Tangerang,Laki-laki,1983-11-09,2020-06-08,2023-09-17,Married,0,D3,7.0,9.23,Engineering & IT,Senior,7035797.464252558,,3,3,0
EM15033,Banawi Prasetyo,Kabupaten Bekasi,Perempuan,1999-09-09,2021-10-01,,Single,0,D2,1.0,9.79,HR,Staff,4374553.0,,3,1,0
EM4848,Elisa Maheswara,Kota Jakarta Timur,Laki-laki,1985-01-20,2021-11-09,,Married,2,S1,6.0,9.32,HR,Junior,5499328.0,,1,1,0
EM13452,Harjasa Pudjiastuti,Kota Jakarta Selatan,Perempuan,1982-08-16,2020-06-07,2023-11-14,Single,0,D3,5.0,9.2,Creative & Design,Senior,6927114.255415683,,3,4,0
EM13440,Cindy Safitri,Kota Jakarta Barat,Laki-laki,1978-11-14,2023-04-26,,Married,1,S1,3.0,9.26,Engineering & IT,Manager,10841738.421011366,,3,4,0
EM7866,Talia Yuliarti,Kabupaten Bekasi,Laki-laki,1982-07-14,2022-05-03,,Married,2,D1,0.0,9.05,Corporate Strategy & Communications,Manager,8193079.515477769,,3,3,0
EM10867,Rika Gunawan,Kota Depok,Laki-laki,1988-04-24,2020-05-10,2024-06-26,Married,1,SLTA,9.0,9.86,Creative & Design,Staff,1199809.0,,3,3,0
EM5145,Oskar Hardiansyah,Kota Jakarta Utara,Perempuan,1990-08-22,2023-07-21,,Single,0,S1,2.0,9.84,Engineering & IT,Junior,6118468.0,,2,2,0
EM11025,Liman Astuti,Kota Jakarta Barat,Perempuan,1987-10-03,2020-08-09,2024-09-18,Married,2,SLTA,10.0,9.36,Engineering & IT,Staff,1125818.0,,1,1,0
EM15112,Halim Mandasari,Kota Jakarta Selatan,Perempuan,1978-09-07,2021-10-04,,Married,0,S1,0.0,9.78,Service & Support,Senior,14793756.096778054,,3,3,0
EM12294,Sakti Thamrin,Kota Jakarta Timur,Laki-laki,1989-11-17,2022-06-05,,Married,1,D3,10.0,9.26,Finance & Accounting,Staff,3321548.0,,2,2,0
EM6237,Umaya Maulana,Tangerang,Perempuan,1981-02-14,2022-10-23,2023-04-01,Married,1,D3,9.0,9.82,HR,Senior,8046777.408253647,1.0,4,3,0
EM2302,Arsipatra Yolanda,Kabupaten Bekasi,Laki-laki,1999-12-11,2021-08-21,,Married,1,S1,6.0,9.31,Service & Support,Junior,5484790.0,1.0,3,1,0
EM9844,Gandewa Adriansyah,Kota Jakarta Barat,Laki-laki,1984-08-16,2024-05-16,,Married,2,S1,3.0,9.22,Corporate Strategy & Communications,Junior,5485801.0,,1,1,0
EM9616,Prayogo Widiastuti,Kota Jakarta Barat,Laki-laki,1997-03-04,2020-06-13,2024-08-02,Single,0,SLTA,9.0,9.66,Finance & Accounting,Staff,2710308.0,,3,1,0
EM0308,Mahmud Iswahyudi,Kota Depok,Laki-laki,1984-10-11,2023-10-05,2024-03-05,Married,3,SLTA,6.0,9.29,HR,Staff,1863362.0,,3,2,0
EM13925,Cecep Lestari,Tangerang,Laki-laki,1982-05-04,2020-05-02,2024-07-25,Married,1,D3,6.0,9.66,Corporate Strategy & Communications,Senior,6401041.444830037,,3,3,0
EM8470,Baktiadi Nasyidah,Kabupaten Bekasi,Perempuan,1976-04-04,2023-08-21,,Married,3,SLTA,15.0,9.9,Corporate Strategy & Communications,Manager,9979564.774729146,,3,4,0
EM5852,Eman Ramadan,Tangerang,Laki-laki,1990-04-17,2022-06-20,,Married,2,S1,4.0,9.19,HR,Junior,5142078.0,,1,3,0
EM2205,Kajen Irawan,Kota Jakarta Selatan,Perempuan,1984-11-25,2023-11-24,2024-05-22,Married,3,D1,2.0,9.38,Engineering & IT,Staff,3645801.0,,3,3,0
EM11336,Fitria Prastuti,Kota Jakarta Utara,Laki-laki,1994-07-25,2020-06-02,2023-10-10,Single,0,D1,0.0,9.02,Finance & Accounting,Staff,3694633.0,,3,1,0
EM4478,Padmi Najmudin,Kabupaten Bogor,Perempuan,1984-05-12,2020-08-02,2024-09-15,Married,1,SLTA,0.0,9.19,Marketing,Staff,1439129.0,,3,3,0
EM8843,Joko Puspita,Kabupaten Bogor,Laki-laki,1998-12-22,2020-10-30,2024-06-12,Single,0,SLTA,,9.52,Corporate Strategy & Communications,Staff,1080326.0,,2,3,0
EM9122,Karta Hakim,Kota Jakarta Selatan,Perempuan,1982-03-13,2020-04-10,2024-07-01,Married,3,SLTA,3.0,9.54,Service & Support,Senior,6432468.859707584,,4,4,0
EM3005,Estiono Sihombing,Kota Jakarta Timur,Laki-laki,1993-12-28,2023-01-05,2023-06-01,Married,2,SLTA,6.0,9.72,Creative & Design,Staff,2294906.0,,2,2,0
EM14627,Asirwada Siregar,Kota Jakarta Selatan,Laki-laki,1999-07-03,2020-12-27,,Single,0,S1,2.0,9.44,Service & Support,Junior,5943674.0,,3,3,0
EM12080,Ciaobella Safitri,Kota Jakarta Timur,Laki-laki,1982-07-30,2020-08-22,2023-11-01,Married,3,D3,8.0,9.86,Corporate Strategy & Communications,Senior,6951544.899522529,,4,3,0
EM13450,Joko Andriani,Kabupaten Bekasi,Laki-laki,1998-01-03,2021-05-24,2024-08-22,Single,0,SLTA,12.0,9.82,Finance & Accounting,Staff,2096594.0,,1,1,0
EM9463,Ika Nuraini,Kota Jakarta Timur,Laki-laki,1995-09-19,2021-03-09,2024-05-25,Married,1,SLTA,7.0,9.34,Operations,Staff,1871945.0,,1,2,0
EM12214,Empluk Kusumo,Kabupaten Bekasi,Laki-laki,1975-12-19,2020-09-02,2024-10-26,Married,4,SLTA,5.0,9.52,Engineering & IT,Senior,14393891.666322071,,4,4,0
EM12066,Tira Megantara,Tangerang,Laki-laki,1979-08-08,2020-07-20,,Married,2,SLTA,0.0,9.51,Creative & Design,Manager,13672164.552544132,,4,3,0
EM6660,Darmaji Simanjuntak,Tangerang,Perempuan,1984-02-12,2020-05-16,2023-12-07,Married,3,D1,3.0,9.22,Operations,Staff,4846982.0,,2,1,0
EM9161,Wahyu Damanik,Kepulauan Seribu,Laki-laki,1991-07-14,2020-07-28,2024-03-01,Married,0,D1,7.0,9.11,Operations,Staff,4261986.0,,3,2,0
EM14812,Prayoga Kurniawan,Tangerang,Laki-laki,1975-05-12,2021-11-06,,Married,0,S1,0.0,9.06,Marketing,Manager,16218438.884608172,,3,4,0
EM1697,Wardi Astuti,Kota Jakarta Barat,Laki-laki,1980-10-30,2022-06-27,,Married,2,D3,4.0,9.33,HR,Senior,9469002.900616452,,4,4,0
EM8230,Eko Astuti,Kepulauan Seribu,Laki-laki,1991-12-05,2020-07-24,,Single,0,S1,2.0,9.32,Engineering & IT,Junior,5523424.0,2.0,1,3,0
EM0588,Luwar Yuliarti,Kota Bekasi,Laki-laki,1986-11-19,2020-04-03,,Married,2,S1,2.0,9.12,Operations,Junior,5230949.0,,1,2,0
EM14122,Jumadi Siregar,Kota Depok,Laki-laki,1971-12-13,2022-11-02,2023-04-01,Married,4,D1,3.0,9.25,Operations,Senior,7522601.895942566,,3,3,0
EM2368,Anggabaya Pangestu,Kota Jakarta Barat,Laki-laki,1986-02-20,2021-03-15,2024-05-29,Married,3,D1,5.0,9.04,Finance & Accounting,Staff,3051843.0,,3,2,0
EM1619,Chandra Pertiwi,Tangerang,Perempuan,1984-12-08,2022-11-06,,Married,0,D3,3.0,9.89,Corporate Strategy & Communications,Staff,4568241.0,,3,3,0
EM3170,Gandi Oktaviani,Kota Jakarta Selatan,Perempuan,1974-10-26,2021-04-06,,Married,1,S1,4.0,9.83,Finance & Accounting,Senior,11146356.703755423,,4,4,0
EM0376,Ella Farida,Kota Bekasi,Perempuan,1997-05-20,2021-06-15,2024-09-23,Married,1,D1,1.0,9.29,Creative & Design,Staff,4395115.0,,1,3,0
EM0239,Zahra Simanjuntak,Kota Depok,Laki-laki,1975-07-15,2022-03-13,,Married,2,S1,0.0,9.58,Corporate Strategy & Communications,Manager,11380955.089023102,,3,3,0
EM5447,Rama Wijayanti,Kota Jakarta Pusat,Laki-laki,1993-01-18,2020-11-13,2024-04-02,Single,0,D3,7.0,9.2,Service & Support,Staff,3747453.0,,1,2,0
EM7773,Pandu Maryadi,Kota Jakarta Barat,Perempuan,1991-06-16,2021-09-07,2022-02-20,Married,0,SLTA,5.0,9.34,Corporate Strategy & Communications,Staff,1621179.0,1.0,1,2,0
EM6738,Eman Mahendra,Kota Jakarta Timur,Perempuan,1982-02-18,2021-12-14,,Married,3,SLTA,15.0,9.84,Engineering & IT,Manager,12777882.221200164,,4,3,0
EM9296,Puput Pranowo,Kepulauan Seribu,Perempuan,1994-01-02,2022-09-22,2023-04-23,Married,1,SLTA,4.0,9.2,HR,Staff,2542203.0,,3,1,0
EM4381,Rini Nugroho,Kota Jakarta Barat,Laki-laki,1994-09-18,2022-09-04,2023-02-07,Married,0,D2,3.0,9.43,Creative & Design,Staff,3035735.0,,2,3,0
EM2394,Cawisadi Mandasari,Kota Jakarta Utara,Laki-laki,1975-06-22,2021-06-15,,Married,0,SLTA,2.0,9.15,Creative & Design,Manager,9033857.22876224,,4,4,0
EM15574,Vero Prayoga,Kota Jakarta Barat,Laki-laki,1985-08-18,2024-10-20,,Married,0,D3,2.0,9.46,Corporate Strategy & Communications,Staff,3254791.0,,1,3,1
EM12285,Maimunah Firmansyah,Tangerang,Perempuan,1976-11-09,2020-05-16,2023-09-30,Married,1,SLTA,9.0,9.6,Operations,Senior,12122180.329949804,,3,4,0
EM2173,Suci Pratama,Kabupaten Bogor,Perempuan,1984-12-07,2024-08-09,,Married,0,S1,2.0,9.62,Engineering & IT,Junior,6261862.0,2.0,2,1,1
EM2476,Pranata Palastri,Kota Jakarta Selatan,Perempuan,1989-06-25,2023-03-30,2023-11-14,Married,2,SLTA,9.0,9.65,Operations,Staff,1525522.0,,3,1,0
EM1200,Aris Anggraini,Kabupaten Bekasi,Laki-laki,1991-08-23,2023-05-15,,Single,0,S1,0.0,9.87,Finance & Accounting,Junior,5775650.0,,3,2,0
EM15420,Balijan Suryatmi,Kepulauan Seribu,Laki-laki,1998-04-03,2022-10-14,,Divorce,1,S1,3.0,9.8,Engineering & IT,Junior,6514085.0,,1,2,0
EM8525,Jaka Nugroho,Kota Depok,Perempuan,1981-07-01,2023-01-18,,Married,2,S1,2.0,9.76,Operations,Manager,14044003.218623346,,4,3,0
EM1291,Dirja Ramadan,Kabupaten Bekasi,Laki-laki,1987-10-12,2022-02-14,,Married,3,S1,3.0,9.03,Corporate Strategy & Communications,Junior,6964971.0,,3,1,0
EM11249,Ratih Oktaviani,Tangerang,Laki-laki,1997-02-07,2021-07-03,2024-09-26,Married,1,D1,2.0,9.15,HR,Staff,3534057.0,,3,1,0
EM15351,Cakrawangsa Siregar,Kabupaten Bogor,Perempuan,1978-10-13,2021-10-30,,Married,5,S1,1.0,9.0,Corporate Strategy & Communications,Manager,12133933.53744785,,4,4,0
EM9780,Aurora Salahudin,Kota Jakarta Timur,Perempuan,1995-12-23,2020-10-26,,Married,1,S1,0.0,9.38,Finance & Accounting,Senior,7552932.0,1.0,4,3,0
EM2148,Irsad Salahudin,Kota Jakarta Selatan,Laki-laki,1990-04-23,2021-05-16,,Married,3,SLTA,7.0,9.74,Service & Support,Staff,2258612.0,,3,3,0
EM2873,Opan Zulkarnain,Tangerang,Laki-laki,1981-10-30,2023-11-02,,Divorce,2,D2,6.0,9.32,Finance & Accounting,Manager,7194716.157384996,,4,3,0
EM12334,Bahuwarna Pangestu,Kota Jakarta Pusat,Perempuan,1989-01-10,2021-08-21,2024-10-17,Married,0,D3,6.0,9.1,Operations,Staff,3068130.0,,1,3,0
EM12102,Cakrawangsa Santoso,Kabupaten Bekasi,Perempuan,1971-08-09,2020-10-16,,Married,2,SLTA,12.0,9.17,Finance & Accounting,Manager,8317665.623077715,,3,4,0
EM8587,Endah Hartati,Kabupaten Bogor,Perempuan,1982-12-25,2023-09-27,2024-06-23,Married,2,SLTA,15.0,9.69,HR,Senior,9265778.73791976,,4,4,0
EM5491,Abyasa Saragih,Kota Jakarta Timur,Laki-laki,1997-09-04,2024-03-02,2024-08-02,Married,0,D1,4.0,9.89,Finance & Accounting,Staff,4684136.0,,2,3,0
EM11955,Kurnia Wijayanti,Kabupaten Bekasi,Laki-laki,1985-02-03,2022-09-11,2023-04-17,Married,2,SLTA,13.0,9.49,Engineering & IT,Staff,1292588.0,,1,3,0
EM11068,Galak Ramadan,Tangerang,Laki-laki,1992-08-16,2023-09-17,,Married,2,S1,2.0,9.08,Operations,Junior,6734392.0,,3,3,0
EM11515,Rafid Adriansyah,Kota Jakarta Pusat,Laki-laki,1985-05-05,2022-11-14,,Married,2,S1,4.0,9.31,HR,Junior,5222336.0,1.0,2,1,0
EM14942,Muni Hidayat,Kota Jakarta Timur,Perempuan,1981-10-31,2022-10-15,,Married,1,D1,3.0,9.06,Marketing,Manager,10085641.75320089,,3,4,0
EM13216,Sadina Prakasa,Kabupaten Bogor,Perempuan,1970-12-05,2021-05-24,,Married,2,S1,0.0,9.13,Marketing,Senior,14759948.24705611,,3,4,0
EM11226,Daryani Dongoran,Kabupaten Bogor,Perempuan,1975-04-30,2020-03-27,,Married,2,SLTA,5.0,9.4,Operations,Manager,9565017.865410496,,4,4,0
EM7227,Oskar Wulandari,Kota Bekasi,Perempuan,1983-08-19,2023-01-20,,Married,5,S1,0.0,9.22,Creative & Design,Senior,15697330.623554828,,3,3,0
EM3633,Abyasa Anggriawan,Kota Jakarta Timur,Laki-laki,1978-10-12,2021-01-24,,Married,2,S1,2.0,9.56,HR,Manager,11105841.902448954,,4,4,0
EM14823,Rafi Pertiwi,Kabupaten Bekasi,Laki-laki,1977-12-12,2022-11-04,,Married,2,S1,1.0,9.4,Corporate Strategy & Communications,Senior,11417266.759543408,,3,3,0
EM12371,Zelda Kusmawati,Kota Jakarta Timur,Laki-laki,1979-06-01,2020-11-27,,Married,3,S1,3.0,9.55,Service & Support,Manager,13011856.337642496,1.0,4,3,0
EM14729,Hasan Suryatmi,Kabupaten Bogor,Laki-laki,1976-10-14,2021-10-15,,Married,2,S1,1.0,9.09,Corporate Strategy & Communications,Manager,14733433.433331562,,3,4,0
EM0349,Iriana Tamba,Kota Depok,Laki-laki,1998-09-21,2021-02-13,,Single,0,SLTA,9.0,9.34,Creative & Design,Staff,2903015.0,,3,2,0
EM12247,Raden Purnawati,Kota Jakarta Timur,Laki-laki,1982-03-12,2021-01-02,2024-02-03,Married,0,SLTA,,9.09,Creative & Design,Senior,10106520.957307024,,3,3,0
EM5999,Erik Rahmawati,Tangerang,Laki-laki,1981-04-21,2023-10-24,2024-09-21,Married,2,SLTA,11.0,9.45,Corporate Strategy & Communications,Senior,6008085.128577808,,3,4,0
EM11401,Okto Novitasari,Kota Depok,Laki-laki,2000-04-18,2021-11-17,,Single,0,D1,2.0,9.71,Finance & Accounting,Staff,4704642.0,,3,3,0
EM8865,Cawisono Permadi,Kabupaten Bekasi,Laki-laki,1989-01-29,2024-09-21,,Married,2,SLTA,0.0,9.56,Creative & Design,Staff,1369966.0,,2,2,1
EM2974,Maria Saptono,Tangerang,Perempuan,1973-04-12,2023-09-12,,Married,3,D2,1.0,9.34,Creative & Design,Manager,10191341.127254795,,3,3,0
EM11813,Asmianto Najmudin,Kabupaten Bekasi,Perempuan,1974-08-04,2021-06-06,2024-08-22,Married,3,SLTA,6.0,9.65,Engineering & IT,Senior,13327636.171846624,,4,3,0
EM14355,Ika Wijaya,Kota Jakarta Selatan,Perempuan,1997-11-04,2022-03-07,,Single,0,S1,4.0,9.38,Creative & Design,Junior,5744394.0,,1,2,0
EM5119,Hamima Nurdiyanti,Kota Bekasi,Laki-laki,1997-12-12,2022-05-31,,Married,1,D1,0.0,9.63,Engineering & IT,Staff,4665881.0,,2,3,0
EM5591,Zalindra Nasyidah,Tangerang,Perempuan,1989-04-27,2020-12-14,,Married,1,D1,7.0,9.05,Service & Support,Staff,3613633.0,1.0,3,2,0
EM11832,Makuta Sirait,Kota Bogor,Laki-laki,1986-02-11,2021-08-16,,Married,2,D3,3.0,9.26,Engineering & IT,Staff,4460391.0,,2,3,0
EM13364,Arta Suryatmi,Kepulauan Seribu,Laki-laki,1969-03-01,2021-10-02,,Divorce,2,D1,1.0,9.03,Engineering & IT,Senior,6534521.085072555,,4,4,0
EM11315,Baktiadi Situmorang,Kota Bogor,Perempuan,1997-02-10,2024-03-27,2024-08-14,Married,0,D2,3.0,9.64,Finance & Accounting,Staff,4633108.0,,1,2,0
EM7834,Dwi Aryani,Kota Jakarta Barat,Perempuan,1979-01-28,2024-01-23,,Married,2,SLTA,4.0,9.5,Service & Support,Manager,6046598.52336944,,3,3,0
EM8526,Elvin Rahmawati,Kota Jakarta Utara,Perempuan,1989-07-06,2023-01-23,2023-05-31,Married,2,SLTA,13.0,9.41,Finance & Accounting,Staff,1886645.0,,3,1,0
EM4255,Rina Suartini,Tangerang,Perempuan,1970-11-25,2023-07-11,2023-11-13,Married,2,D3,6.0,9.87,Finance & Accounting,Senior,7460959.696805965,,3,4,0
EM0802,Aurora Widiastuti,Tangerang,Laki-laki,1995-08-07,2023-02-23,,Single,0,S1,5.0,9.64,HR,Junior,5276982.0,,3,3,0
EM8823,Hamima Permata,Kota Jakarta Barat,Perempuan,1975-06-08,2022-09-01,,Married,2,S1,,9.32,Service & Support,Manager,14153324.187273052,,4,4,0
EM14585,Cinta Waskita,Tangerang,Perempuan,1972-12-04,2020-09-05,2023-11-29,Married,0,SLTA,12.0,9.47,Corporate Strategy & Communications,Senior,13181975.329811323,,4,4,0
EM2001,Karen Saputra,Tangerang,Perempuan,1994-01-02,2024-01-05,,Married,1,S1,0.0,9.05,Service & Support,Junior,5112840.0,,3,1,0
EM0737,Ulva Prastuti,Kota Bogor,Perempuan,1988-11-04,2020-08-14,2023-12-30,Married,3,D2,2.0,9.35,Marketing,Staff,4916311.0,,2,1,0
EM7309,Vino Puspasari,Kota Jakarta Selatan,Laki-laki,1983-03-01,2023-08-30,2023-12-08,Married,2,D2,0.0,9.8,Finance & Accounting,Senior,9403160.521748362,,4,4,0
EM6169,Karta Sitompul,Kota Jakarta Utara,Laki-laki,1985-02-12,2024-02-15,,Married,1,S1,3.0,9.34,Operations,Junior,5007643.0,,1,3,0
EM2597,Padma Usamah,Kota Depok,Laki-laki,1970-12-17,2020-06-05,2023-12-11,Married,2,D3,4.0,9.47,Engineering & IT,Senior,9611575.6635311,,4,4,0
EM7854,Natalia Mayasari,Tangerang,Perempuan,1995-02-05,2023-03-16,2023-09-24,Single,0,D1,5.0,9.11,Finance & Accounting,Staff,4304085.0,,2,1,0
EM8519,Embuh Prabowo,Tangerang,Laki-laki,1996-11-29,2020-01-09,,Married,1,S1,0.0,9.62,Engineering & IT,Junior,6915231.0,1.0,2,2,0
EM15613,Ibrani Pradana,Kota Jakarta Utara,Laki-laki,1983-04-23,2021-10-11,,Married,3,S1,1.0,9.19,Service & Support,Manager,14830948.235627806,,3,3,0
EM1077,Raisa Gunawan,Kota Jakarta Barat,Perempuan,1979-12-12,2023-05-08,2024-02-15,Married,4,D2,4.0,9.89,Finance & Accounting,Senior,10394357.335613117,,4,3,0
EM15651,Kanda Uyainah,Kota Bogor,Laki-laki,2000-05-03,2022-10-14,,Single,0,D3,4.0,9.26,Service & Support,Staff,4494433.0,,1,2,0
EM5583,Hari Gunarto,Kabupaten Bekasi,Laki-laki,1982-05-24,2022-11-22,,Married,2,S1,2.0,9.88,Operations,Senior,11581387.606788836,,3,3,0
EM15039,Rini Hasanah,Kota Depok,Perempuan,1987-11-05,2023-10-25,,Married,0,S1,0.0,9.85,Service & Support,Junior,6511227.0,,3,3,0
EM5274,Liman Prasasta,Tangerang,Laki-laki,2000-02-23,2023-08-04,2024-01-09,Single,0,D1,7.0,9.77,HR,Staff,3660711.0,,2,3,0
EM6043,Ira Latupono,Kabupaten Bekasi,Laki-laki,1973-05-07,2021-03-07,2024-07-12,Married,3,SLTA,10.0,9.79,Marketing,Senior,9848843.866794895,,3,4,0
EM8910,Kamila Hassanah,Tangerang,Laki-laki,1994-03-07,2023-06-07,2023-10-02,Married,1,SLTA,0.0,9.55,Service & Support,Staff,1072955.0,,1,1,0
EM2929,Bakda Saragih,Tangerang,Laki-laki,1997-06-07,2020-05-22,2023-08-01,Single,0,D2,1.0,9.81,Engineering & IT,Staff,3437819.0,,2,3,0
EM13040,Warji Prayoga,Kota Jakarta Utara,Laki-laki,1992-01-21,2022-12-14,2023-09-26,Married,4,SLTA,12.0,9.38,Creative & Design,Staff,1919718.0,1.0,1,2,0
EM1040,Daliono Astuti,Kepulauan Seribu,Laki-laki,1983-11-17,2023-01-09,2023-05-16,Married,3,D1,6.0,9.65,HR,Staff,4756315.0,,3,3,0
EM0721,Kayun Saragih,Tangerang,Laki-laki,1987-01-01,2023-07-06,,Married,3,S1,0.0,9.85,Marketing,Junior,7456135.0,,2,1,0
EM9465,Rahmi Januar,Kepulauan Seribu,Laki-laki,1987-02-13,2020-03-13,2023-04-30,Single,0,SLTA,7.0,9.6,Finance & Accounting,Staff,1572928.0,,3,1,0
EM0924,Cagak Saragih,Kabupaten Bogor,Laki-laki,1995-11-05,2020-02-20,,Single,0,S1,0.0,9.44,Engineering & IT,Junior,7003070.0,,2,3,0
EM9512,Ifa Agustina,Kota Jakarta Timur,Laki-laki,1993-04-05,2024-07-31,2024-10-31,Single,0,D3,0.0,9.42,Operations,Staff,3235062.0,,2,2,0
EM15191,Gandi Sihotang,Kabupaten Bekasi,Perempuan,1976-04-25,2021-10-09,,Married,0,S1,0.0,9.46,Creative & Design,Manager,14033393.452729236,1.0,4,3,0
EM1700,Ikhsan Latupono,Kabupaten Bekasi,Laki-laki,1995-08-03,2020-07-06,,Married,0,S1,4.0,9.12,Corporate Strategy & Communications,Junior,5250879.0,1.0,3,1,0
EM11939,Daru Usada,Kota Jakarta Utara,Laki-laki,1991-06-26,2022-07-25,2023-03-15,Married,0,D2,4.0,9.07,Marketing,Staff,3651309.0,,2,1,0
EM14705,Nyoman Simanjuntak,Kota Depok,Perempuan,1981-02-05,2022-10-07,,Divorce,3,S1,3.0,9.34,Finance & Accounting,Manager,11822780.747662324,,4,3,0
EM0971,Daryani Kuswandari,Kepulauan Seribu,Laki-laki,1989-07-14,2023-08-14,2024-06-27,Married,1,SLTA,16.0,9.51,Service & Support,Staff,1062529.0,,3,3,0
